t_s,t_ms,deltaE_nJ,Wbase_nJ,Wbias_nJ,Dfilm_nJ,Dwall_nJ,ER_pJ,residual_aJ
0.34425,344.25,0.3186425085735954,2.1011437312722507,0.01321721146078148,1.7948783526382277,0.0006268414342606478,0.21324067851024026,0.5915617305849011
0.3443,344.3,0.31859960373002194,2.1011034933405095,0.013214555574831801,1.7948783632846084,0.0006268418057270725,0.2132406865077056,0.5915236802767236
0.3446,344.6,0.31841189324273267,2.1009296915256694,0.013200716945966794,1.7948784308757808,0.0006268441955813383,0.21324074895701117,0.5914153196164792
0.34465,344.65000000000003,0.31840308358797975,2.1009218767755318,0.013199723813097728,1.7948784325825193,0.0006268442584595191,0.2132407510806403,0.5914099429424976
0.3447,344.7,0.3184179288448722,2.1009355762121844,0.013200871039987279,1.7948784339421398,0.0006268443043732445,0.21324075234963186,0.591563178150973
0.34475,344.75,0.31839830321091755,2.1009171419716064,0.013199683268423346,1.7948784374520272,0.0006268444138223306,0.21324075484478738,0.5915822033050617
0.3448,344.8,0.3183404968156923,2.1008637222861593,0.013195317493523519,1.7948784577065737,0.0006268450759896689,0.21324077288351206,0.5914566786471068
0.345,345.0,0.3182730854601813,2.100801797173339,0.013189853047371606,1.7948784788009022,0.0006268457579593809,0.21324079318230413,0.5915143744948325
0.34505,345.05,0.31821779437029435,2.1007510777068665,0.013185302394320348,1.794878499118873,0.0006268463909051338,0.21324081254595473,0.5914316564335771
0.3451,345.1,0.31818883218109156,2.1007248378800627,0.013182587088647325,1.7948785059483852,0.0006268466103212943,0.2132408203470139,0.5914345515657211
0.34525,345.25,0.3181492719777981,2.1006884191611572,0.013179459331837487,1.7948785192804515,0.0006268469943751077,0.2132408318456254,0.5914757038011956
0.3453,345.3,0.31810043805422245,2.100643986588298,0.013175076264342821,1.7948785370238607,0.0006268475161293461,0.21324084987690345,0.5914482000458282
0.34535,345.34999999999997,0.318082324738716,2.1006277728758342,0.013173180178727453,1.7948785404329777,0.0006268476202133501,0.21324085410371343,0.591449440816747
0.3454,345.4,0.3180866506247298,2.1006317556435934,0.013173523472686488,1.7948785406038612,0.0006268476249178078,0.21324085426469136,0.5914936949795186
0.34545,345.45,0.3180725672330249,2.10061871427372,0.013172483769521098,1.7948785428620238,0.0006268476837795155,0.2132408559704164,0.5915575946818383
0.34585,345.84999999999997,0.31787268261144225,2.100438524054436,0.013152855574415222,1.7948786073135858,0.0006268493731035776,0.21324092224988705,0.5915305045167772
0.3459,345.9,0.31786828582132953,2.1004344806155455,0.013152502601429148,1.7948786076837684,0.0006268493810426808,0.21324092251124915,0.5916771222803522
0.34595,345.95,0.31784065329440325,2.1004095506593248,0.013149808209202592,1.7948786156734546,0.0006268495623925974,0.21324092990731852,0.591630386575743
0.346,346.0,0.3177995310622352,2.100372869333245,0.01314538488434521,1.794878632844397,0.0006268499543954054,0.21324094819090253,0.5916283186242116
0.34605,346.05,0.31777373409961457,2.1003501387634094,0.01314232625126737,1.79487864042107,0.0006268501281683161,0.21324095745486743,0.5916308001660493
0.3461,346.1,0.3177683882574455,2.1003455134444713,0.013141606181114316,1.7948786408628719,0.0006268501387716676,0.21324095812304156,0.5916264574678334
0.3462,346.2,0.3177284137377144,2.100309798963771,0.013137358459957886,1.7948786529232708,0.0006268503844145745,0.2132409699870023,0.5916580971262635
0.34625,346.25,0.31769106056751917,2.1002769100690575,0.013132910854221014,1.7948786692434913,0.0006268507154033278,0.21324098848020978,0.5916154973247171
0.3463,346.3,0.3176702480123943,2.100258825575624,0.013130188661080691,1.7948786749882633,0.0006268508317604191,0.21324099591074183,0.5916235623356895
0.3466,346.6,0.3175608595419677,2.1001636448415075,0.013116018758942792,1.794878712127069,0.0006268514840127263,0.21324103919348428,0.5917927207709566
0.34665,346.65000000000003,0.31754445132657677,2.100149335462524,0.013113924292901867,1.7948787164281372,0.0006268515488898715,0.21324104366953134,0.5918477282816913
0.3467,346.7,0.31751353882324984,2.100122698121122,0.013109664184214297,1.7948787312451369,0.0006268517679021567,0.21324106082418978,0.5917767975441649
0.34675,346.75,0.3174832512215392,2.1000969565321084,0.013105133341218505,1.794878746183087,0.0006268519803724062,0.21324108009461068,0.5917664577865079
0.3472,347.2,0.3173068871736839,2.099950618168255,0.013075189348921185,1.7948788269642828,0.0006268527821451967,0.2132411888346278,0.5917701800992644
0.34725,347.25,0.3172786788406728,2.0999282533601646,0.013069366492544986,1.7948788474735768,0.000626852909694664,0.21324122052879696,0.5917637694495171
0.3473,347.3,0.31725909726160195,2.0999130650873097,0.013064984099881357,1.7948788583126762,0.0006268529659788808,0.2132412386997653,0.5917658374010486
0.34735,347.34999999999997,0.31724447647223464,2.099901782552432,0.01306165223499718,1.7948788646648643,0.0006268529930244676,0.21324124907021538,0.5917641830398235
0.3474,347.4,0.31722465468583627,2.099886571613936,0.013057054297432917,1.7948788775123081,0.0006268530357115011,0.2132412692749408,0.591762115088292
0.34795,347.95,0.31254621581878467,2.0973519237831035,0.011242727084557928,1.7952078515444325,0.0006268531731493399,0.21373092297310026,0.5916783630512711
0.348,348.0,0.3110710402076799,2.096535463659217,0.010785274561827398,1.7954089191154645,0.0006268531731495519,0.2139263164213018,0.5916709184257581
0.34805,348.05,0.3093346973226162,2.0955646979315548,0.010301915100076423,1.7956909187204135,0.0006268531731496663,0.214144407123228,0.5916715388112175
0.3481,348.1,0.3073285113632794,2.094434352128173,0.009804705968233516,1.7960693190031791,0.0006268531731497312,0.2143751484790321,0.5916806377979555
0.3485,348.5,0.28119823999484084,2.0797073550501084,0.006126613770963317,1.8037929142416944,0.0006268531731498325,0.21596200317806902,0.5917916867951908
0.34855,348.55,0.27669804480483007,2.07721422716977,0.0057408854807914364,1.805414114370199,0.0006268531731498335,0.21610089419900938,0.5918165022135674
0.3486,348.6,0.2719454164010801,2.074596287052733,0.0053723865414581,1.8071801769564815,0.0006268531731498349,0.21622765526198673,0.5917827946036059
0.34865,348.65000000000003,0.26695200067780556,2.0718614720735378,0.0050205436830829875,1.8090868192808776,0.0006268531731498359,0.21634321656281116,0.5917747295926334
0.3487,348.7,0.26173144074005406,2.069018498327952,0.004684740834218098,1.8111284973589759,0.0006268531731498368,0.21644848178579376,0.5917956159031005
0.34875,348.75,0.2562994027979832,2.0660769189562815,0.004364356428704308,1.8132984757029607,0.0006268531731498375,0.21654430263721594,0.5917449510905816
0.3492,349.2,0.20141595079427166,2.0372050091613763,0.002086669425079714,1.8370317838859553,0.0006268531731498403,0.21709132484988686,0.591771007279877
0.34925,349.25,0.19512789543324133,2.0340094651463154,0.0018930953143117201,1.8399306861389384,0.0006268531731498408,0.21712630683269046,0.5915350540101463
0.3493,349.3,0.18890816130563556,2.0308816555530393,0.001710207946505291,1.8428396920786714,0.0006268531731498408,0.21715753343317604,0.5913456296498716
0.34935,349.34999999999997,0.1827867205570501,2.027841368842053,0.0015377490956653248,1.8457483594978417,0.0006268531731498408,0.2171853009445466,0.5912680814674448
0.3494,349.4,0.17679312992407348,2.024908758710682,0.0013754780914211923,1.848647044410807,0.0006268531731498408,0.21720988525614912,0.591183088659505
0.34955,349.55,0.1598629934783093,2.016960791975062,0.0009476127837634071,1.8572012916633291,0.0006268531731498408,0.21726703568636743,0.5916494117298318
0.3496,349.6,0.15465853341025407,2.014662286021537,0.0008239807735170726,1.8599835994941247,0.0006268531731498408,0.21728130826701986,0.590741994597861
0.34965,349.65000000000003,0.1497141745659831,2.0125721353504713,0.0007095444202016964,1.8627233590855619,0.0006268531731498408,0.21729353735961326,0.5913811984162114
0.34995,349.95,0.12657893055151107,2.005396423224596,0.0002077295927334362,1.878181035726251,0.0006268531731498408,0.21733395832897817,0.5919110075985516
0.35,350.0,0.12394232888574866,2.0052346619814982,0.000153746093313853,1.8806018899243493,0.0006268531731498408,0.21733668356219,0.5919974479725634
0.35005,350.04999999999995,0.12167685544101156,2.0053992490892427,0.00010797493052558303,1.8829861773534422,0.0006268531731498408,0.21733864409202655,0.5919271376204964
0.35025,350.25,0.1163444345256171,2.009438477590848,5.742885070434772e-6,1.8922555919649642,0.0006268531731498408,0.21734140397625526,0.5917885848678938
0.3503,350.3,0.1159261436001608,2.0113035009362212,1.7078001621135773e-7,1.894533334096783,0.0006268531731498408,0.2173414378647797,0.5917207560576644
0.35035,350.35,0.1158582378223215,2.013506375319606,2.5330735314582683e-6,1.896806476541446,0.0006268531731498408,0.21734144795707322,0.591736472489303
0.3504,350.4,0.11612895036202864,2.0160406830907127,1.2811095588861345e-5,1.8990803496913744,0.0006268531731498408,0.2173415514159226,0.5916669893178484
0.35045,350.45,0.11672444393045948,2.0188974837419726,3.098916511124041e-5,1.9013598345305402,0.0006268531731498408,0.2173418646734688,0.5917385404408343
0.3506,350.6,0.12029406150988961,2.0292754098193018,0.00013274286319908638,1.908269893375963,0.0006268531731498408,0.21734521529116108,0.5917923071806502
0.35065,350.65000000000003,0.12201562696181976,2.033282192131228,0.00018230239722986558,1.910604667473019,0.0006268531731498408,0.21734751238966435,0.5919201065852897
0.3507,350.7,0.12396884313019406,2.037529074011053,0.00023959561172904294,1.9129556233307519,0.0006268531731498408,0.21735058067337254,0.5919875218052127
0.35075,350.75,0.12613207805373206,2.041992361256133,0.0003045331839539309,1.9153206092843817,0.0006268531731498408,0.2173545209152877,0.5920917465623945
0.35085,350.85,0.13100076241633402,2.051462592986654,0.0004567933617382196,1.920074405977806,0.0006268531731498408,0.21736537330730576,0.5922050703063142
0.3509,350.9,0.13366251019491815,2.056411846494813,0.0005437163660190546,1.9224488276561607,0.0006268531731498408,0.21737242900337428,0.5923994577502641
0.35095,350.95,0.13644739538449635,2.0614625205650263,0.0006374620302031716,1.9248083539948895,0.0006268531731498408,0.21738063480926745,0.5921149076195459
0.35125,351.25,0.1546462294972857,2.092002681031201,0.0013149145428721322,1.9378270611044646,0.0006268531731498408,0.21745238783550064,0.5886618421524433
0.3513,351.3,0.15775801956352284,2.096809034557523,0.0014398837637201924,1.9396465792082174,0.0006268531731498408,0.21746696411919197,0.5877660055490483
0.35135,351.35,0.16084479527915385,2.1014449980912566,0.001565523223854748,1.9413213917526786,0.0006268531731498408,0.2174816970438045,0.5869148366987313
0.3514,351.4,0.16388751380572467,2.1058802822139167,0.001690529610928605,1.9428389491499474,0.0006268531731498408,0.21749628200409601,0.5859805361968526
0.35145,351.45,0.16686587612039896,2.1100869851776647,0.0018135176994854422,1.9441902637698554,0.0006268531731498408,0.21751040025160912,0.5865057958858239
0.3515,351.5,0.16975815922326334,2.1140400364020278,0.0019330541100586096,1.9453705549636788,0.0006268531731498408,0.2175237379661389,0.5859718508004209
0.35155,351.54999999999995,0.1725412534934534,2.1177175889206987,0.0020476997685417507,1.946379646603661,0.0006268531731498408,0.2175360077942418,0.5888177656979096
0.35195,351.95,0.18806213274788217,2.1358355569350405,0.0026536308367365803,1.9495826196220736,0.0006268531731498408,0.21758284169451178,0.6130227247824362
0.352,352.0,0.1888843328244413,2.136671256556209,0.0026822630526151603,1.9496247506105975,0.000626853173149841,0.21758361512265023,0.6144868344666551
0.35205,352.04999999999995,0.18943146275472184,2.137217299453027,0.0027009011487912284,1.9496423013420114,0.0006268531731498408,0.21758394658351204,0.6146481346861029
0.3521,352.1,0.18970885694925807,2.137489765093976,0.0027102949938288675,1.949646766545548,0.0006268531731498408,0.21758403499927426,0.6151498197276164
0.35215,352.15000000000003,0.18972664853297816,2.1375068050386368,0.0027113306707741407,1.9496470505776244,0.0006268531731498408,0.2175840408340013,0.6151754623266055
0.3522,352.2,0.18949934192252632,2.137288363427207,0.00270498643833405,1.9496495713029642,0.0006268531731498408,0.21758408207345614,0.6151725671944616
0.35255,352.54999999999995,0.1829304823361306,2.1311153827775358,0.0025391262949084684,1.949879586189338,0.0006268531731498408,0.21758798914176125,0.6153156694404333
0.3526,352.6,0.1816106664907204,2.129876719321391,0.002509156000996191,1.9499307674465294,0.0006268531731498408,0.21758882749314706,0.615505093800708
0.35265,352.65000000000003,0.18028573451514035,2.1286303946035754,0.0024799233816296556,1.9499801412872388,0.0006268531731498408,0.2175896251556845,0.6154794512017188
0.3527,352.7,0.17898651554296519,2.1274046299926486,0.00245203046852251,1.9500257020092069,0.0006268531731498408,0.21759035150756076,0.6156581222140302
0.35275,352.75,0.1777435994764075,2.1262278430383317,0.0024260202150558686,1.9500658202361978,0.0006268531731498408,0.21759098329406637,0.6156614309364804
0.35285,352.85,0.17554677591216303,2.1241352178964887,0.002381563857675353,1.9501255613740796,0.0006268531731498408,0.2175919105454585,0.6157735139094813
0.3529,352.9,0.17465131376308304,2.1232762195454957,0.0023639694877490933,1.9501444305124696,0.0006268531731498408,0.21759220037864052,0.6158359660457291
0.35295,352.95,0.17392875073529643,2.122579633052616,0.0023499758932543397,1.9501564132688975,0.0006268531731498408,0.21759238425641422,0.6157300869273223
0.35305,353.04999999999995,0.17310900957138053,2.1217838888481997,0.0023341840267592008,1.9501646182338153,0.0006268531731498408,0.21759251208494054,0.6154720065762058
0.3531,353.1,0.17306212380538769,2.12173831101413,0.002333047768447889,1.9501647899044188,0.0006268531731498408,0.2175925150646906,0.6154422280741538
0.35315,353.15000000000003,0.173288421472499,2.1219619892012114,0.0023368498469587135,1.950165972487376,0.0006268531731498408,0.21759253058025385,0.6154347834486409
0.3532,353.2,0.17380931011573517,2.122479471408873,0.002345916967335134,1.950171633093158,0.0006268531731498408,0.21759260960638493,0.6154414008935413
0.35325,353.25,0.17464440741292558,2.123314094989194,0.002360585852589213,1.950185828058125,0.0006268531731498408,0.21759281303141303,0.6154488455190543
0.3533,353.3,0.17581136544120324,2.1244877997037204,0.0023812097422995114,1.9502131982342352,0.0006268531731498408,0.21759321295082293,0.6155183286905087
0.35335,353.35,0.1773256870597765,2.126020933156062,0.002408165019590997,1.950258964663388,0.0006268531731498408,0.21759389441358543,0.6150741327015677
0.3534,353.4,0.17920053485219983,2.1279320489029923,0.0024418580967160964,1.9503289246314368,0.0006268531731498408,0.217594957714924,0.6147928912932997
0.3539,353.9,0.21859626859206854,2.1701941192743273,0.003277536862749174,1.9540308661335197,0.0006268531731498412,0.21766884732967579,0.6089910464768528
0.35395,353.95,0.2244351467422137,2.176753103268291,0.003430117002707544,1.9549035303661706,0.0006268531731498415,0.21769059828583384,0.6088214744512794
0.354,354.0,0.23053829474886134,2.1836909238296456,0.0036005651383410604,1.9559086239134553,0.0006268531731498417,0.2177177416410981,0.6091205002427174
0.35405,354.04999999999995,0.2368718969564935,2.190981933060426,0.003790961164909132,1.957056393095573,0.0006268531731498419,0.21775161022239703,0.6101036044007366
0.3541,354.1,0.24339813529215532,2.1985954601067395,0.00400377440132173,1.9583564527300736,0.000626853173149842,0.21779392445573545,0.611773268467175
0.3544,354.4,0.2840962108794967,2.2486717618206735,0.005978234950218335,1.969708504943983,0.000626853173149847,0.218428416515248,0.6422528060882225
0.35445,354.45,0.29069081324613494,2.2572461936140837,0.0064905288976091265,1.9722003828919776,0.0006268531731498503,0.2186738431651911,0.642735052385341
0.3545,354.5,0.2971145595777399,2.2657149434828865,0.007092621637662621,1.9748471400000949,0.0006268531731498572,0.2190130122635812,0.642699070028695
0.3546,354.6,0.3093586966150383,2.282053887363449,0.00871375663506493,1.9805618359943882,0.0006268531731499176,0.22025885824861532,0.6423111223214076
0.35465,354.65000000000003,0.31520533191099165,2.2897895374298796,0.00989336635636081,1.9836291512332347,0.0006268531731501247,0.22156810908103938,0.6402171146007296
0.3547,354.7,0.3210297023439563,2.297165987775133,0.011625206995935227,1.9869102206687899,0.000626853173154634,0.22441922503011713,0.6398630812985568
0.35475,354.75,0.3275561956225577,2.30394189971868,0.013388174233635256,1.9889072956428533,0.0006383021805063851,0.22828114980699385,0.6434092045845717
0.3548,354.8,0.328989269556694,2.305294747404728,0.013528077595880147,1.9889622733782144,0.0006429581461436734,0.22832456297958345,0.6434236802452914
0.35485,354.85,0.3225019250823518,2.299484875693758,0.013117083314445412,1.9892167999390833,0.0006547308208329118,0.22850380869204331,0.6427565590812674
0.35495,354.95,0.31042532551070834,2.292009293193299,0.010678728461854007,1.9913758429542265,0.0006547978753848243,0.23205596378195065,0.648948419556533
0.355,355.0,0.30967466926817083,2.2914670438599978,0.010507863981178428,1.991413346295037,0.0006547978753848433,0.23209505173114187,0.6491477700841584
0.35505,355.04999999999995,0.3107907633043252,2.2924636501507307,0.010678938679833293,1.9914648983162424,0.0006547978753848676,0.2321299838395608,0.649228006603576
0.3552,355.2,0.32171648250035156,2.3024297405622716,0.013254775547258662,1.993075807173842,0.0006575397525759947,0.2346873366443461,0.6538837926813307
0.35525,355.25,0.32395484191706886,2.30453858859653,0.01342735763519589,1.9931163179985256,0.0006600626652926156,0.23472430475864403,0.6539197750379768
0.3553,355.3,0.3207034387992586,2.30152901764532,0.013248812873652814,1.9931764403841483,0.0006631899028580562,0.23476208651692526,0.6538093464262009
0.35535,355.35,0.3161047843445199,2.2980585109402987,0.01248092763167124,1.9935346714918416,0.0006645303672370235,0.2354530227395379,0.6543681069299805
0.3554,355.4,0.31492970396781805,2.297365511362096,0.012086036896971422,1.9936216401173839,0.0006645303672436513,0.23567446147166496,0.6548499396367926
0.35545,355.45,0.31672093539725726,2.2988754806395213,0.012489645110761895,1.9937437933376587,0.0006645303672564858,0.23586730290783223,0.6547970000775892
0.3555,355.5,0.3203625815523444,2.302067338193841,0.01322791659180229,1.9940302366492069,0.0006659516329792096,0.23648560836448398,0.6572516585453404
0.35555,355.54999999999995,0.32248632680328465,2.304066350451319,0.013384013408719147,1.9940599256298477,0.0006675987954835355,0.23651328870169006,0.6572793690958609
0.3556,355.6,0.3202472445391189,2.3019728182225703,0.013268415439188313,1.9940884096027016,0.000669049285893745,0.23653089124750376,0.657203268479506
0.35595,355.95,0.3170903414269416,2.299599531849344,0.012909476440212755,1.9945067573033783,0.0006746409052635843,0.23726931454178726,0.6605690663919843
0.356,356.0,0.3196847198817948,2.3019448300067213,0.013221752822579237,1.9945690373800853,0.0006754530394348621,0.23737318942806612,0.6614425691188403
0.35605,356.04999999999995,0.32164032443180807,2.3037888159962705,0.013354877891309853,1.994589462922523,0.0006765150674754571,0.2373921272615083,0.6614876504622245
0.3561,356.1,0.32010823215633455,2.3023420458804544,0.0132833470510394,1.9946025843095296,0.0006771770295305448,0.23740009753327757,0.6614338837224085
0.35615,356.15000000000003,0.31748807542598756,2.299946179961419,0.013094039190783592,1.9946364804311527,0.0006782303138340196,0.23743364264983996,0.6614214760132202
0.3562,356.2,0.31775721020459863,2.3002322502801467,0.013088721950599494,1.9946480229005532,0.000678287477586195,0.23745230951053922,0.6615025397132503
0.35625,356.25,0.3204222468787394,2.3027442786190457,0.013277301568960908,1.994682443043524,0.0006794053340039348,0.23748559327292945,0.6615335589862211
0.3563,356.3,0.3214581057786323,2.30371411868963,0.01335234504148476,1.9946909608602716,0.0006799041101385943,0.2374936436413659,0.6615687141622546
0.35635,356.35,0.3193069036916141,2.3016953331020713,0.013240622459714276,1.994710706061517,0.0006808393399097487,0.23750713027698667,0.6615323182153023
0.3564,356.4,0.31733953429304773,2.299904916191405,0.013085131349191008,1.9947315641532442,0.0006814193111167415,0.237530444670021,0.6614822737882429
0.35645,356.45,0.3185514371856208,2.301052145161816,0.013161807798997019,1.9947433401423889,0.0006816344749391341,0.23754181936901927,0.6615046076647818
0.3566,356.59999999999997,0.3185527832288884,2.3010741317370402,0.013196995406853138,1.994796759326812,0.0006839986942970068,0.23758655540987528,0.6615145338321324
0.35665,356.65000000000003,0.31751846054728566,2.300142371999618,0.013103592253122602,1.9948056821901163,0.0006842244623527954,0.23759771445252537,0.6614665573566043
0.3567,356.70000000000005,0.3194437665101887,2.301963083091238,0.013226466721922141,1.994823441604855,0.0006847290581970819,0.23761330143088658,0.6615112251096822
0.35675,356.75,0.3213415174950057,2.3037606014511227,0.013342772690800453,1.994838720590409,0.0006855096838061284,0.23762703422872825,0.6615265279510144
0.3568,356.8,0.3203183291641368,2.3027842756337606,0.013302429618881624,1.994844916413036,0.0006858296228925555,0.2376307140774126,0.6615000581714128
0.35685,356.85,0.3180176908068905,2.3006439958887217,0.0131634478189782,1.9948654608067908,0.0006866439333423234,0.23764882215463737,0.6614785514754863
0.3569,356.9,0.31802995221402286,2.300678541125243,0.013145233255476478,1.9948694391121073,0.0006867304013505306,0.23765331470583795,0.6614673845372169
0.35695,356.95,0.3202830941311849,2.3028172976172145,0.013280386288304918,1.9948894396488746,0.0006874802567346439,0.23767053021046786,0.6614851689203868
0.357,357.0,0.32130288363621945,2.3037773702945437,0.013346615369701735,1.9948955892268332,0.0006878371766393663,0.23767628605374702,0.661500471761719
0.35705,357.04999999999995,0.31954976068610563,2.3021189708065615,0.01326391193511051,1.9949070387105994,0.0006884001260743912,0.2376838803608197,0.6614686253081357
0.3571,357.09999999999997,0.31781132432483694,2.3005082670186368,0.013149432225255185,1.9949198110864135,0.0006888678285956295,0.23769666549247948,0.6614467050219031
0.35715,357.15000000000003,0.31878173494853596,2.3014371723958704,0.013197236111733446,1.9949259368389383,0.0006890357954514926,0.2377015861435194,0.6614657301759918
0.35725,357.25,0.32093446146612503,2.3034739393356793,0.01333297229190515,1.9949448015542204,0.0006899316623010482,0.23771760642383072,0.6614859961009993
0.3573,357.3,0.3188574693111987,2.3015183735259006,0.013226683011468064,1.9949592548081743,0.0006906045691458255,0.23772851031835893,0.6614686253081357
0.35735,357.35,0.3179739206988527,2.3007072365813968,0.013159672614859192,1.994964469774605,0.0006907849793988562,0.23773440484102487,0.6614413283479215
0.3574,357.4,0.31962930230872977,2.3022839738458565,0.013249376642252567,1.9949751454477895,0.0006911605228652886,0.23774287018875961,0.6614640758147666
0.35745,357.45,0.32123855278139896,2.3038123433497124,0.013340286424356628,1.994984661082429,0.0006916653193364268,0.2377512523855503,0.661481033017324
0.3575,357.5,0.3203362147756685,2.3029479939162534,0.013306600265717698,1.9949887490452018,0.0006918773423996649,0.23775368016886694,0.6614682117178294
0.35765,357.65000000000003,0.32040745801490944,2.303060560218067,0.01329391340619686,1.9950162061828236,0.0006930332331803207,0.23777685482024993,0.6614698660790546
0.3577,357.70000000000005,0.321205264682662,2.303812860611474,0.013343247446463419,1.995019816793046,0.0006932470269065233,0.23778021680831005,0.661485582510693
0.35775,357.75,0.3196608814677209,2.3023454112167854,0.013274410685959786,1.995027521458159,0.0006936342981361101,0.2377853401889475,0.6614603535020102
0.35795,357.95,0.32086099231592735,2.3035135805057303,0.013330661149835018,1.9950507675957523,0.0006946773193907025,0.23780508596568978,0.6614706932596671
0.358,358.0,0.31907534689095024,2.3018239590447465,0.013244509651170293,1.9950601764636362,0.0006951338322865694,0.23781217050593118,0.6614620078632353
0.35805,358.04999999999995,0.3184528133745179,2.3012486188850803,0.013200180279851493,1.9950629261801933,0.0006952451393221546,0.23781513234886906,0.6614500137443533
0.3581,358.09999999999997,0.3199465153431436,2.3026767532801595,0.01327330699607082,1.9950701839003784,0.0006955410863241075,0.23782060785308995,0.661469038898442
0.35815,358.15000000000003,0.3212184560181877,2.303886626334057,0.01334113503605376,1.9950756363526445,0.0006958442748275941,0.237825385926792,0.6614760699336487
0.3582,358.20000000000005,0.32031986051245415,2.303024914591749,0.013307560276798887,1.9950787798117036,0.0006960079385762088,0.23782726727880082,0.661464489405073
0.35845,358.45,0.31973717339613583,2.3024949817792075,0.013280744907985864,1.9951035063581963,0.0006972007012023186,0.23784689312039203,0.6614620078632353
0.3585,358.5,0.3186698858421375,2.3014922808265403,0.013220341703727179,1.9951075029123269,0.0006973837257149419,0.23785071152535395,0.6614371924448587
0.35855,358.54999999999995,0.31960925589128647,2.3023949715585887,0.013260398927599663,1.9951107487728796,0.0006975135193738247,0.2378529640973584,0.6614491865637407
0.3586,358.59999999999997,0.3210693064873768,2.3037892541690113,0.013332526574428828,1.995116784846524,0.0006978321265060568,0.23785794448823352,0.6614558040086411
0.35865,358.65000000000003,0.3207922581617392,2.303517682679284,0.01332827948178366,1.9951179493244071,0.0006978966330416657,0.23785870332947887,0.6614500137443533
0.3587,358.70000000000005,0.31926875131621035,2.3020713411304397,0.01325761252316676,1.9951241327766203,0.0006982068075844552,0.2378634146367401,0.6614454642509843
0.35875,358.75,0.31892886321731995,2.3017584189378453,0.013232059657151652,1.9951254844234494,0.0006982668106020495,0.23786480506994886,0.6614446370703717
0.3588,358.8,0.32028977767186223,2.303062467475683,0.013294350983028919,1.9951306703133789,0.000698502498715314,0.23786863621051796,0.6614549768280286
0.35885,358.85,0.32121937880910434,2.303947014896446,0.01334244934335692,1.9951335451398124,0.0006986697724235926,0.23787117992090578,0.6614582855504788
0.3589,358.9,0.320299862354434,2.3030650429637474,0.013307655177982516,1.9951361566510457,0.0006988070169710619,0.23787278072482504,0.6614454642509843
0.35915,359.15000000000003,0.3198108074511964,2.3026147260654506,0.013285639579705258,1.9951520629034567,0.000699610771443313,0.23788518050547328,0.6614467050219031
0.3592,359.20000000000005,0.3190770956140819,2.3019238538498934,0.013244885176737959,1.9951540488003938,0.0006997081778735286,0.23788709571675806,0.6614351244933273
0.35925,359.25,0.32002740650565653,2.3028375067554,0.013284327596348705,1.995156712745329,0.0006998268434478301,0.23788891875380438,0.6614384332157776
0.3593,359.3,0.32116102639126454,2.3039208213235565,0.013338256445862227,1.9951601421082474,0.0007000181653522263,0.23789176599964376,0.6614450506606779
0.35935,359.35,0.3207272200509364,2.303500416635446,0.0133259259405802,1.995161157941443,0.0007000728748396295,0.23789237024855042,0.6614417419382277
0.3594,359.4,0.3194604717563752,2.3022951790081483,0.013268589180191644,1.9951651237897214,0.0007002778489727284,0.23789545470696913,0.6614363652642461
0.35945,359.45,0.3193819724206214,2.3022280679403164,0.013257928211595242,1.995165818377729,0.0007003099202741953,0.23789609471896211,0.6614318157708771
0.3595,359.5,0.32060111256483825,2.3033977362352336,0.013311291937667358,1.9951695247005934,0.0007004927436360186,0.23789882527127618,0.6614384332157776
0.35955,359.54999999999995,0.3212073241368317,2.3039738097989737,0.01334289080520202,1.995170901017871,0.0007005760428549332,0.23790006806238023,0.6614442234800654
0.3596,359.59999999999997,0.3202870758041964,2.303091118523881,0.013307655633693703,1.9951731041236356,0.0007006934223689983,0.23790146881834784,0.6614442234800654
0.35965,359.65000000000003,0.3193369491445899,2.3021899776877945,0.01326124223880201,1.99517554861951,0.0007008192246550736,0.2379035992745648,0.661433056541796
0.3597,359.70000000000005,0.31986037940312056,2.302696507843656,0.013279302785554796,1.9951766593439124,0.0007008682260921393,0.23790431752478153,0.6614388468060838
0.35985,359.85,0.31989347989150957,2.302725859862763,0.013290100003396041,1.995183341837326,0.0007012294386366998,0.23790936012343394,0.6614363652642461
0.3599,359.9,0.31946216242344294,2.3023203129255108,0.013265277598489441,1.9951842425674386,0.0007012759548225957,0.23791023972660746,0.6614305749999583
0.35995,359.95,0.32039022532703293,2.3032128324449057,0.013303101496227003,1.9951864165839064,0.0007013809533181755,0.23791173831439574,0.6614392603963901
0.36,360.0,0.3212132791617032,2.303999175616392,0.013341722774710735,1.9951882203506546,0.00070148627270454,0.23791326747934427,0.6614384332157776
0.36005,360.04999999999995,0.32066545350755504,2.303470503397189,0.013323599087210349,1.9951891971221913,0.0007015386725723927,0.23791384351372596,0.6614326429514896
0.3601,360.09999999999997,0.3196552545215369,2.3025080700897593,0.013278378301992863,1.9951916117467174,0.0007016670110388129,0.23791577388760515,0.6614285070484269
0.36015,360.15000000000003,0.3197919490960984,2.302644744167503,0.013278887764003017,1.9951920787243065,0.0007016886505363314,0.23791612199413859,0.6614293342290395
0.3602,360.20000000000005,0.3208470601352866,2.3036576082809437,0.01332382940439339,1.9951946371970593,0.0007018229890447555,0.23791802538056683,0.6614342973127147
