t_s,t_ms,deltaE_nJ,Wbase_nJ,Wbias_nJ,Dfilm_nJ,Dwall_nJ,ER_pJ,residual_aJ
0.07335,73.35,0.00893363863336881,0.014055128031657153,6.84875415914064e-5,0.005189968541783768,1.658203026506853e-20,8.398057000367154e-6,-3.898169416012838e-5
0.0734,73.4,0.00855251567385118,0.013705478743699097,6.491533897793677e-5,0.005217869998819342,1.664388913268824e-20,8.409967497868715e-6,-3.901319810923928e-5
0.07395,73.95,0.00497255051941796,0.01047440359481419,3.1496159472931305e-5,0.005533340729245145,1.7318778803543712e-20,8.505584003318248e-6,-4.001243875155188e-5
0.074,74.0,0.004706065940252951,0.010239851946084498,2.901369539417214e-5,0.005562791189849129,1.7379817899479956e-20,8.511336504860032e-6,-4.008675575971094e-5
0.07405,74.05000000000001,0.0044499395768078645,0.0100156904435907,2.6627345119694454e-5,0.005592369695210135,1.7440840451359783e-20,8.516652249531281e-6,-4.014491689653107e-5
0.0741,74.1,0.004204289209976991,0.009802036088995887,2.4337899939677308e-5,0.005622076257373355,1.750185567627063e-20,8.521545110787194e-6,-4.010856618601849e-5
0.07415,74.14999999999999,0.003969231217352468,0.009599004521815514,2.2146146471659547e-5,0.005651910924865045,1.7562873059667563e-20,8.526029387145096e-6,-4.0273356073675535e-5
0.0746,74.6,0.0023488384330966517,0.008268116359976334,6.944154803868777e-6,0.005926213531058163,1.811382566310853e-20,8.550584557751367e-6,-4.0829925841301545e-5
0.07465,74.64999999999999,0.0022257765821111367,0.00817735330555814,5.771655890297523e-6,0.005957339827427854,1.8175446035894455e-20,8.55186852708264e-6,-4.091959092723259e-5
0.0747,74.7,0.002114486788792948,0.008098387228625041,4.705233340126534e-6,0.005988597120200448,1.8237190923883284e-20,8.552930851556167e-6,-4.092120651436648e-5
0.07475,74.75,0.0020150664532828763,0.008031315259275156,3.745628527080988e-6,0.006019985880687106,1.8299073134015435e-20,8.553791193909609e-6,-4.10593392143143e-5
0.07495,74.95,0.0017379656195829617,0.007883850256025409,9.90114563307148e-7,0.006146866195342457,1.854824160317636e-20,8.555622028418255e-6,-4.126855774815339e-5
0.075,75.0,0.0016992911334624923,0.007877644597057866,5.756212016559966e-7,0.0061789205289724345,1.8611012845219436e-20,8.555783338548233e-6,-4.125724863821615e-5
0.07505,75.05000000000001,0.0016730326735635744,0.007883878745261023,2.7233681961578693e-7,0.006211109852605611,1.867400449197847e-20,8.555870156910418e-6,-4.129683052299652e-5
0.0751,75.1,0.0016592747861719364,0.007902637223126743,8.098491517346969e-8,0.006243434865923257,1.8737231466460968e-20,8.555905306895521e-6,-4.141719176447152e-5
0.07515,75.14999999999999,0.0016581000786019967,0.007934002647493912,2.2869063962245397e-9,0.006275896299844819,1.8800709010754115e-20,8.555912086148641e-6,-4.140588265453427e-5
0.0752,75.2,0.0016695891941491136,0.007978055703995188,3.696224739351361e-8,0.0063084949161377486,1.8864452690911244e-20,8.555914209067454e-6,-4.151089581823729e-5
0.07525,75.25,0.0016938207876683186,0.00803487512214471,1.8572854074174618e-7,0.006341231507039746,1.8928478402177538e-20,8.55593588927778e-6,-4.149635553403226e-5
0.0753,75.30000000000001,0.0017308715010829175,0.008104537650322647,4.493016519580082e-7,0.006374106894848327,1.8992802374393645e-20,8.556001754796714e-6,-4.160459987200307e-5
0.07535,75.35,0.001780815939624147,0.008187118031502504,8.283958198995476e-7,0.006407121931519714,1.905744117773818e-20,8.556136936244788e-6,-4.160540766557001e-5
0.0754,75.39999999999999,0.0018437266480328686,0.008282688978910742,1.323723769404779e-6,0.006440277498238619,1.912241172867172e-20,8.556366981116901e-6,-4.1677301293028234e-5
0.0759,75.89999999999999,0.00320041993371486,0.00996737889200037,1.2825795920960997e-5,0.00677977618432057,1.979434596672239e-20,8.569843854363887e-6,-4.20464629531227e-5
0.07595,75.95,0.0034101358489323167,0.010210041657572444,1.4646410887457037e-5,0.006814543646546714,1.9864188109488735e-20,8.572938726005478e-6,-4.214339818115626e-5
0.076,76.0,0.0036335198171739505,0.0104664009851298,1.6591733568090093e-5,0.006849464325009917,1.993459457809819e-20,8.576471931508943e-6,-4.2091699392871695e-5
0.07605,76.05000000000001,0.003870615638229466,0.010736501189489498,1.8662466768793984e-5,0.006884539437511459,2.0005587468152884e-20,8.580475241218556e-6,-4.2125626722683435e-5
0.0761,76.1,0.004121464766270929,0.011020384262030005,2.0859313263626056e-5,0.006919770223999668,2.0077189336966015e-20,8.584980871396436e-6,-4.2161977433196025e-5
0.07615,76.14999999999999,0.004386106293369593,0.011318089853515048,2.318297589574449e-5,0.006955157945977538,2.014942321438432e-20,8.590021582729557e-6,-4.20779669022336e-5
0.0762,76.2,0.004664576933357766,0.011629655257163179,2.563415767807646e-5,0.00699070388581069,2.0222312613679063e-20,8.595630587755622e-6,-4.2211252840779746e-5
0.0764,76.39999999999999,0.0059174008091514504,0.013015177453130246,3.672814812568172e-5,0.007134496167630062,2.0520913281525385e-20,8.624432114155886e-6,-4.230091792671079e-5
0.07645,76.45,0.00626548343016217,0.013396517699154722,3.982748379899067e-5,0.007170853119350199,2.0597450748181988e-20,8.633398952682297e-6,-4.2389775219074884e-5
0.0765,76.5,0.00662756467615007,0.013791891139374722,4.305856585049111e-5,0.007207376385888581,2.0674795648144727e-20,8.643144202171368e-6,-4.236069465066482e-5
0.0766,76.6,0.007393799213912088,0.014624816600542417,4.9918797956978514e-5,0.00728092751942707,2.083201731645935e-20,8.66511786820228e-6,-4.2367156999200386e-5
0.07665,76.64999999999999,0.0077979843648349895,0.015062401929568429,5.354936492665855e-5,0.0073179582521962815,2.0911950353821332e-20,8.67742155794745e-6,-4.225729707409569e-5
0.0767,76.7,0.008216231837947176,0.015514087046091389,5.731451229241306e-5,0.007355161029740015,2.0992803393005233e-20,8.690654213438956e-6,-4.239785315474435e-5
0.07675,76.75,0.008648551290147882,0.01597988236278397,6.121495141228911e-5,0.007392537319151051,2.1074606122911715e-20,8.70485484800115e-6,-4.247863251143898e-5
0.077,77.0,0.011021388947823093,0.01852069982149007,8.277151869441702e-5,0.00758207360053819,2.149895079501408e-20,8.791780750472758e-6,-4.24527831172967e-5
0.07705,77.05,0.01153820105071844,0.019071233530707256,8.749872734342747e-5,0.007620522394650715,2.158711282618076e-20,8.812639015360383e-6,-4.25174066026524e-5
0.0771,77.10000000000001,0.012069081568203646,0.019635879417713022,9.236624932441699e-5,0.0076591552640375,2.1676451598403096e-20,8.834753800124143e-6,-4.249317279564401e-5
0.0772,77.2,0.013173002245515994,0.020807465389842773,0.00010252513290546326,0.007736979394262104,2.185880180412259e-20,8.882927665633003e-6,-4.247217016290341e-5
0.07725,77.25,0.013746013157088755,0.021414377865941588,0.00010781794940295588,0.007776173749138043,2.195188648889281e-20,8.909075572449397e-6,-4.2173286543133274e-5
0.0773,77.3,0.014333033979541126,0.022035347292506138,0.00011325398918118613,0.007815558365446047,2.2046294462362094e-20,8.936657662524365e-6,-4.248994162137623e-5
0.07735,77.35000000000001,0.014934043626276731,0.022670353403734623,0.00011883398511317919,0.007855134796808475,2.2142064483962207e-20,8.965719887066621e-6,-4.270643029731784e-5
0.0774,77.39999999999999,0.015549018421257924,0.023319373342845354,0.00012455867236648227,0.007894904597602679,2.2239236209351238e-20,8.996308758048103e-6,-4.2475401337171195e-5
0.0776,77.60000000000001,0.018148004861785076,0.026055043420855403,0.00014891912217301017,0.008055948546317368,2.2642766038830313e-20,9.13488354845601e-6,-4.2422086961752735e-5
0.07765,77.64999999999999,0.018832359550179506,0.02677369880257145,0.0001553783786156717,0.008096708457139584,2.2747574262302804e-20,9.17382580468776e-6,-4.222660091855173e-5
0.0777,77.7,0.019530482904495314,0.027506176345450592,0.00016198678926625622,0.008137671015591883,2.2854042385541688e-20,9.214587221923287e-6,-4.24301648974222e-5
0.07795,77.95,0.0232260756907082,0.03137436916947579,0.00019729260806532645,0.008345576639299255,2.3412954605397763e-20,9.447491430207767e-6,-4.222821650568562e-5
0.078,78.0,0.024005842517389273,0.03218882696408928,0.0002048118550085138,0.008387786801403029,2.3530402354773807e-20,9.500263072836707e-6,-4.2420471374618846e-5
0.07805,78.05,0.02479903110931475,0.03301676514882811,0.00021248558653710447,0.008430210070782625,2.364986126979969e-20,9.555225357563334e-6,-4.2481863685706764e-5
0.0781,78.10000000000001,0.025605581624545324,0.03385812454631257,0.00022031457577670406,0.008472847885067507,2.377138653468549e-20,9.612434102096463e-6,-4.233969201792421e-5
0.0783,78.3,0.028964116783415754,0.03735650063848654,0.00025319867734184103,0.008645572667494265,2.4279303169216205e-20,9.86487603195253e-6,-4.2329998495120855e-5
0.07835,78.35000000000001,0.02983649008949547,0.03826398844040764,0.0002618156572172357,0.008689304073906964,2.4412036902718914e-20,9.934180205833806e-6,-4.223467885422119e-5
0.0784,78.39999999999999,0.030721812853804032,0.039184488475123395,0.000270592596845725,0.008733258212041569,2.4547198038534106e-20,1.0006081222880852e-5,-4.229445557817522e-5
0.07845,78.45,0.03162000750439709,0.040117923653487784,0.0002795302905121624,0.008777436358920187,2.4684852135200273e-20,1.0080640127306185e-5,-4.2540024822526897e-5
0.0785,78.5,0.03253099397164851,0.04106421435657584,0.0002886295355356695,0.008821839762502068,2.4825066409826943e-20,1.0157918668957967e-5,-4.226052824836347e-5
0.0786,78.60000000000001,0.03439100965345417,0.04299503126607195,0.0003073158839710853,0.0089113271756609,2.5113452939414876e-20,1.0320885720625801e-5,-4.2242756789890656e-5
0.07865,78.64999999999999,0.03533986633840147,0.04397938566850992,0.0003169045970105185,0.008956413520374795,2.526176835735559e-20,1.0406701686256454e-5,-4.248024809857287e-5
0.0787,78.7,0.03630116980472652,0.04497625200839789,0.0003266580806160033,0.009001729788752928,2.5412930383074554e-20,1.0495492213428975e-5,-4.223144767995341e-5
0.07875,78.75,0.03727482766436636,0.04598553816268495,0.0003365771469510688,0.00904727705790465,2.5567015273325236e-20,1.0587323049465458e-5,-4.196487580286112e-5
0.0791,79.10000000000001,0.044428089405128574,0.05339004274446646,0.0004107157436517189,0.009372657761989214,2.6734283710024266e-20,1.1320958356612906e-5,-4.20359616367524e-5
0.07915,79.14999999999999,0.04549696849143939,0.05449507762100006,0.0004219890458950318,0.009420086735837484,2.691474561187029e-20,1.1439575535718994e-5,-4.2687043251711125e-5
0.0792,79.2,0.046577263154840384,0.0556115937789657,0.00043343536417080297,0.009467754426392607,2.7098912595055305e-20,1.1561861522327917e-5,-4.198910960986951e-5
0.07925,79.25,0.04766885746405494,0.0567394750532786,0.0004450555370834774,0.009515661438374989,2.7286883424176016e-20,1.168789041681072e-5,-4.173223125558058e-5
0.0793,79.3,0.04877163323347338,0.05787860296454668,0.00045685040548044156,0.009563808318774665,2.7478759492440204e-20,1.1817737119468088e-5,-4.194871993152219e-5
0.07935,79.35000000000001,0.049885470043106304,0.059028856738057744,0.00046882081239618125,0.00961219555582807,2.767464490536312e-20,1.1951477468287585e-5,-4.208281366363528e-5
0.0794,79.39999999999999,0.05101024526085211,0.06019011332374458,0.00048096760296364115,0.009660823576626051,2.787464655769915e-20,1.2089188111011106e-5,-4.1942257582986624e-5
0.07945,79.45,0.05214583406460177,0.061362247416637865,0.0004932916242831531,0.009709692745330014,2.807887421699756e-20,1.2230946642278791e-5,-4.259172361081146e-5
0.0795,79.5,0.05329210946531414,0.0625451314783349,0.0005057937253633635,0.009758803361510733,2.828744061070291e-20,1.2376831474820312e-5,-4.192125495024602e-5
0.0798,79.8,0.060386802166275025,0.0698607673502717,0.000584593761783234,0.010058545602439555,2.963666078917172e-20,1.3343298654728976e-5,-4.1698303925768836e-5
0.07985,79.85000000000001,0.061604151239000884,0.07111514733930621,0.000598366328932919,0.010109348908857682,2.987902250260049e-20,1.3520339343136596e-5,-4.121685895986883e-5
0.0799,79.9,0.06283109601401274,0.07237917939921502,0.0006123238224407687,0.010160393505435135,3.012674249781584e-20,1.3702166189956974e-5,-4.173223125558058e-5
0.07995,79.94999999999999,0.06406749116722583,0.07365271697863654,0.0006264671030937136,0.010211679025596524,3.037996446139831e-20,1.388886579103739e-5,-4.2115125406313134e-5
0.08,80.0,0.06531318948142598,0.07493561154942974,0.000640797032340037,0.010263205019776483,3.063883606062316e-20,1.4080525585053036e-5,-4.1730615668446687e-5
0.08005,80.05,0.06656804187809809,0.0762277126366271,0.0006553144721423771,0.010314970953395902,3.0903509062218065e-20,1.427723399578418e-5,-4.1493124359764474e-5
0.0802,80.19999999999999,0.07038600554841895,0.0801577217027716,0.0007000004789157565,0.010471701734678556,3.173391830006367e-20,1.4898548394022649e-5,-4.146242820422051e-5
0.08025,80.25,0.07167594742115407,0.08148510627309934,0.0007152765854000973,0.010524420320950176,3.2023401034200833e-20,1.5116353386216793e-5,-4.1806548263739644e-5
0.0803,80.3,0.07297427123268932,0.08282091689715135,0.0007307445145390941,0.010577374839297006,3.231951001673463e-20,1.533966262831269e-5,-4.148989318549669e-5
0.08035,80.35000000000001,0.07428081744898997,0.08416499209885302,0.0007464051280812571,0.010630564209333261,3.2622424378615045e-20,1.556857003351355e-5,-4.101329498099836e-5
0.0804,80.4,0.07559542491941725,0.08551716868962156,0.0007622592871964892,0.010683987254189084,3.293232831569399e-20,1.5803170354706244e-5,-4.136710856332085e-5
0.0806,80.60000000000001,0.0809311899131145,0.09100356730742905,0.0008276285712662164,0.010899989165111097,3.4245709733332006e-20,1.680042859247523e-5,-4.1076302879220176e-5
0.08065,80.65,0.08228363253204704,0.09239374568713762,0.0008444633418738952,0.010954559431975893,3.459351282602115e-20,1.7064947193867148e-5,-4.139457354459702e-5
0.0807,80.69999999999999,0.08364313774430757,0.09379101247080047,0.0008614968022311026,0.011009354192936579,3.4949526055632136e-20,1.7335746455092622e-5,-4.0985829999722185e-5
0.08075,80.75,0.08500953419378245,0.09519519355353233,0.0008787298041653565,0.01106437155094665,3.531397370887764e-20,1.7612927506636107e-5,-4.1084380814889634e-5
0.0808,80.8,0.0863826492333344,0.09660611343344487,0.0008961631974239389,0.011119609500901054,3.5687086537583494e-20,1.7896592287493135e-5,-4.105853142074735e-5
0.08085,80.85000000000001,0.0877623089690364,0.09802359525417433,0.0009137978294540816,0.011175065927706902,3.6069101953172226e-20,1.8186843690489415e-5,-4.1412345003069844e-5
0.0809,80.9,0.08914833830457024,0.0994474608485848,0.0009316345451806926,0.011230738605368825,3.646026423835237e-20,1.8483785403186995e-5,-4.1029450852337285e-5
0.08125,81.25,0.0990139529347925,0.1095780450158596,0.001062220249922228,0.011626291572349009,3.947657802607665e-20,2.0758599328023035e-5,-4.098744558685608e-5
0.0813,81.3,0.10044450644896089,0.11104642432231489,0.0010817036818918805,0.01168360044230525,3.995060835923057e-20,2.111289989981954e-5,-4.07418763425044e-5
0.08135,81.35000000000001,0.10187980721055348,0.1125195323906477,0.0011013966535362706,0.011741100358727682,4.043633125518776e-20,2.1474862261363288e-5,-4.053346560223225e-5
0.0814,81.4,0.10331967066882734,0.11399718047060156,0.0011212999725805392,0.011798787929715808,4.0934072792173286e-20,2.1844598340989324e-5,-4.061424495892688e-5
0.0817,81.69999999999999,0.11204425412042247,0.12294774545550133,0.0012451817470691179,0.01214864884947967,4.4192432041297796e-20,2.4232627793788317e-5,-4.051407855662554e-5
0.08175,81.75,0.11351083843716507,0.12445182824528352,0.001266579657704975,0.012207544805804995,4.478428669819707e-20,2.4659977314768107e-5,-4.111830814470138e-5
0.0818,81.8,0.11498048888347072,0.12595891669369635,0.0012881941736843717,0.012266596887846941,4.5391143952583185e-20,2.509602244737648e-5,-4.061586054606077e-5
0.0819,81.9,0.11792823264045027,0.1289813339354743,0.0013320760242487692,0.012385151324558988,4.665157947684463e-20,2.5994673223297333e-5,-4.060616702325742e-5
0.08195,81.94999999999999,0.11940594769333754,0.13049627362844385,0.0013543448408344047,0.01244464431838313,4.730604687092351e-20,2.6457517150348387e-5,-4.0441377135600365e-5
0.082,82.0,0.12088597246364198,0.1320134408832873,0.0013768332260750513,0.012504274716146497,4.7977295944764717e-20,2.6929533208033593e-5,-4.064332552733695e-5
0.08205,82.05,0.12236811755900188,0.13353264059891837,0.0013995419001855411,0.012564037529219033,4.8665805681202864e-20,2.7410841959644216e-5,-4.102460409093561e-5
0.0822,82.19999999999999,0.1268253809910824,0.13810048191550856,0.0014689967216657135,0.012744068734314482,5.083991012440674e-20,2.8911736850108054e-5,-4.0544774712169494e-5
0.08225,82.25,0.12831411398060386,0.13962585871530353,0.0014925935692889144,0.012804308872517253,5.1602550942105094e-20,2.9431431212838474e-5,-4.0105335011750705e-5
0.0823,82.3,0.12980402116937162,0.14115229161458237,0.0015164141655825368,0.012864654649724661,5.238507556460839e-20,2.996102786158753e-5,-4.078711278225339e-5
0.0825,82.5,0.1357716226002532,0.14726468569711867,0.0016139470881344014,0.013106978004054363,5.572575576839625e-20,3.218090464811889e-5,-4.0872738900349704e-5
0.08255,82.55,0.13726457688730276,0.14879347737001208,0.0016388961130821304,0.013167763833884294,5.661666753972753e-20,3.2761865598004515e-5,-4.154643873518293e-5
0.0826,82.60000000000001,0.1387575785642092,0.15032215846585473,0.001664072676203368,0.01322861922433634,5.753118201785706e-20,3.335347166644714e-5,-4.0888894771688626e-5
0.08265,82.65,0.1402504414346475,0.15185053578254776,0.0016894773646502809,0.013289537756662376,5.846998771701937e-20,3.3955847383965096e-5,-4.0803268653592315e-5
0.0827,82.69999999999999,0.14174297989154333,0.153378416608426,0.0017151107516186958,0.013350512899343317,5.943379449022217e-20,3.4569117276835765e-5,-4.0770956910914464e-5
0.08275,82.75,0.14323500896449332,0.15490560877183926,0.0017409733958593187,0.013411538009758061,6.04233342247997e-20,3.5193405994773574e-5,-4.1207165437065475e-5
0.0828,82.8,0.14472634436796689,0.1564319206910199,0.0017670658411316348,0.013472606335305766,6.143936154356409e-20,3.5828838087713774e-5,-4.0801653066458426e-5
0.08285,82.85,0.14621680254756683,0.15795716142296354,0.0017933886157168622,0.013533711015533979,6.248265455261477e-20,3.647553813193947e-5,-4.145273468141716e-5
0.0829,82.9,0.1477062007276198,0.15948114071256134,0.00181994223179771,0.013594845083067806,6.355401557713052e-20,3.713363049980728e-5,-4.092766886290205e-5
0.0831,83.1,0.1536495677338535,0.16556066511363837,0.0019284747603632436,0.013839532257702743,6.813707889461668e-20,3.988240465813158e-5,-4.07192581226299e-5
